Data as of,Start Date,End Date,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
02/03/2021,01/01/2020,01/30/2021,North Carolina,Female,1-4 years,0,28,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,North Carolina,Female,5-14 years,0,70,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,North Carolina,Female,15-24 years,,284,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,North Carolina,Female,18-29 years,,520,13,,,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,North Carolina,Female,25-34 years,12,619,27,,,37,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,North Carolina,Female,30-49 years,59,"2,093",106,23,12,154,
02/03/2021,01/01/2020,01/30/2021,North Carolina,Female,35-44 years,24,968,48,,,68,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,North Carolina,Female,45-54 years,76,"1,923",111,33,13,167,
02/03/2021,01/01/2020,01/30/2021,North Carolina,Female,50-64 years,219,"5,454",383,105,31,528,
02/03/2021,01/01/2020,01/30/2021,North Carolina,Female,55-64 years,169,"4,312",314,80,23,426,
02/03/2021,01/01/2020,01/30/2021,North Carolina,Female,65-74 years,392,"7,084",595,195,39,831,
02/03/2021,01/01/2020,01/30/2021,North Carolina,Female,75-84 years,523,"9,839",760,209,25,"1,099",
02/03/2021,01/01/2020,01/30/2021,North Carolina,Female,85 years and over,776,"13,698",985,271,30,"1,520",
02/03/2021,01/01/2020,01/30/2021,North Carolina,Unknown,All Ages,0,10,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,North Carolina,Unknown,Under 1 year,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,North Carolina,Unknown,0-17 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,North Carolina,Unknown,1-4 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,North Carolina,Unknown,5-14 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,North Carolina,Unknown,15-24 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,North Carolina,Unknown,18-29 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,North Carolina,Unknown,25-34 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,North Carolina,Unknown,30-49 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,North Carolina,Unknown,35-44 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,North Carolina,Unknown,45-54 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,North Carolina,Unknown,50-64 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,North Carolina,Unknown,55-64 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,North Carolina,Unknown,65-74 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,North Carolina,Unknown,75-84 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,North Carolina,Unknown,85 years and over,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,North Dakota,All Sexes,All Ages,"1,546","9,026","1,304",780,31,"2,100",
02/03/2021,01/01/2020,01/30/2021,North Dakota,Male,All Ages,856,"4,827",763,471,13,"1,160",
02/03/2021,01/01/2020,01/30/2021,North Dakota,Male,Under 1 year,0,33,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,North Dakota,Male,0-17 years,0,62,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,North Dakota,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,North Dakota,Male,5-14 years,0,14,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,North Dakota,Male,15-24 years,,69,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,North Dakota,Male,18-29 years,,125,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,North Dakota,Male,25-34 years,,156,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,North Dakota,Male,30-49 years,28,403,35,19,,46,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,North Dakota,Male,35-44 years,15,195,21,13,,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,North Dakota,Male,45-54 years,28,265,35,17,0,46,
02/03/2021,01/01/2020,01/30/2021,North Dakota,Male,50-64 years,109,784,107,62,,155,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,North Dakota,Male,55-64 years,90,635,82,50,,123,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,North Dakota,Male,65-74 years,166,976,167,97,,240,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,North Dakota,Male,75-84 years,227,"1,166",215,135,,309,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,North Dakota,Male,85 years and over,324,"1,311",235,157,,405,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,North Dakota,Female,All Ages,690,"4,199",541,309,18,940,
02/03/2021,01/01/2020,01/30/2021,North Dakota,Female,Under 1 year,0,21,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,North Dakota,Female,0-17 years,,40,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,North Dakota,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,North Dakota,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,North Dakota,Female,15-24 years,,35,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,North Dakota,Female,18-29 years,,48,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,North Dakota,Female,25-34 years,,50,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,North Dakota,Female,30-49 years,10,172,15,,,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,North Dakota,Female,35-44 years,,77,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,North Dakota,Female,45-54 years,12,151,12,,,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,North Dakota,Female,50-64 years,47,474,51,25,,75,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,North Dakota,Female,55-64 years,40,388,44,22,,63,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,North Dakota,Female,65-74 years,85,606,105,51,,143,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,North Dakota,Female,75-84 years,187,971,149,94,,249,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,North Dakota,Female,85 years and over,359,"1,888",220,133,,450,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,North Dakota,Unknown,All Ages,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,North Dakota,Unknown,Under 1 year,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,North Dakota,Unknown,0-17 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,North Dakota,Unknown,1-4 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,North Dakota,Unknown,5-14 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,North Dakota,Unknown,15-24 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,North Dakota,Unknown,18-29 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,North Dakota,Unknown,25-34 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,North Dakota,Unknown,30-49 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,North Dakota,Unknown,35-44 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,North Dakota,Unknown,45-54 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,North Dakota,Unknown,50-64 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,North Dakota,Unknown,55-64 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,North Dakota,Unknown,65-74 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,North Dakota,Unknown,75-84 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,North Dakota,Unknown,85 years and over,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Ohio,All Sexes,All Ages,"15,932","148,327","13,314","7,135",319,"22,428",
02/03/2021,01/01/2020,01/30/2021,Ohio,Male,All Ages,"8,202","75,849","7,306","3,997",155,"11,665",
02/03/2021,01/01/2020,01/30/2021,Ohio,Male,Under 1 year,0,475,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Ohio,Male,0-17 years,0,813,14,0,,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Ohio,Male,1-4 years,0,89,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Ohio,Male,5-14 years,0,133,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Ohio,Male,15-24 years,,987,13,,,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Ohio,Male,18-29 years,,"1,874",27,,,37,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Ohio,Male,25-34 years,28,"2,244",45,11,,70,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Ohio,Male,30-49 years,180,"6,091",240,77,15,358,
02/03/2021,01/01/2020,01/30/2021,Ohio,Male,35-44 years,82,"2,846",105,35,,156,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Ohio,Male,45-54 years,248,"4,865",270,115,15,418,
02/03/2021,01/01/2020,01/30/2021,Ohio,Male,50-64 years,"1,002","14,354","1,057",493,39,"1,605",
02/03/2021,01/01/2020,01/30/2021,Ohio,Male,55-64 years,831,"11,493",892,413,32,"1,342",
02/03/2021,01/01/2020,01/30/2021,Ohio,Male,65-74 years,"1,926","16,981","1,832",990,42,"2,810",
02/03/2021,01/01/2020,01/30/2021,Ohio,Male,75-84 years,"2,646","18,422","2,230","1,341",29,"3,563",
02/03/2021,01/01/2020,01/30/2021,Ohio,Male,85 years and over,"2,439","17,314","1,906","1,091",20,"3,274",
02/03/2021,01/01/2020,01/30/2021,Ohio,Female,All Ages,"7,730","72,477","6,008","3,138",164,"10,763",
02/03/2021,01/01/2020,01/30/2021,Ohio,Female,Under 1 year,0,416,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Ohio,Female,0-17 years,,618,13,0,,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Ohio,Female,1-4 years,,61,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Ohio,Female,5-14 years,,92,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Ohio,Female,15-24 years,,396,,,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Ohio,Female,18-29 years,10,796,22,,,31,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Ohio,Female,25-34 years,18,"1,061",38,,,57,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Ohio,Female,30-49 years,113,"3,374",148,49,19,231,
02/03/2021,01/01/2020,01/30/2021,Ohio,Female,35-44 years,50,"1,548",58,23,,93,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Ohio,Female,45-54 years,138,"3,123",193,59,12,284,
02/03/2021,01/01/2020,01/30/2021,Ohio,Female,50-64 years,579,"9,258",731,296,28,"1,042",
02/03/2021,01/01/2020,01/30/2021,Ohio,Female,55-64 years,491,"7,349",607,258,22,862,
02/03/2021,01/01/2020,01/30/2021,Ohio,Female,65-74 years,"1,196","12,496","1,150",589,30,"1,787",
02/03/2021,01/01/2020,01/30/2021,Ohio,Female,75-84 years,"2,258","17,927","1,728",947,39,"3,077",
02/03/2021,01/01/2020,01/30/2021,Ohio,Female,85 years and over,"3,572","28,008","2,216","1,251",41,"4,578",
02/03/2021,01/01/2020,01/30/2021,Ohio,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
